,index,modelo,precio,combustible,CV,km,lugar,año,link
2126,466,                 Volkswagen  2.0TDI Sport DSG             ,24.500 €, Diesel, 190 cv,                 79.670 km             ,                  Lleida             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-20tdi-sport-dsg-140kw-en-lleida.htm?id=6722448
2127,467,                 Citroen C3  BlueHDi Feel 120             ,14.900 €, Diesel, 120 cv,                 66.000 km             ,                  Pontevedra             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-bluehdi-feel-120-en-pontevedra.htm?id=6717130
2128,468,                 Seat Arona  1.0 TSI S&S FR 110             ,21.900 €, Gasolina, 110 cv,                 16.887 km             ,                  Barcelona             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-arona-10-tsi-s_s-fr-110-en-barcelona.htm?id=6713970
2129,469,                 Volvo XC60  D4 Momentum AWD             ,25.900 €, Diesel, 190 cv,                 70.000 km             ,                  Navarra             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-xc60-d4-momentum-awd-en-navarra.htm?id=6711280
2130,470,                 Peugeot 308  1.6 BlueHDi Access             ,10.900 €, Diesel, 100 cv,                 133.000 km             ,                  Cordoba             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-16-bluehdi-access-100-en-cordoba.htm?id=6706572
2131,471,                 Bmw X6  xDrive 30dA             ,77.990 €, Diesel, 286 cv,                 11.000 km             ,                  Almeria             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x6-xdrive-30da-en-almeria.htm?id=6702780
2132,472,                 Mercedes Vito  Mixto 111CDI             ,22.490 €, Diesel, 114 cv,                 49.066 km             ,"                  Coruña, A             ",                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-vito-mixto-111cdi-compacta-en-coruna+a.htm?id=6699862
2133,473,                 Fiat Dobló  Panorama 1.6Mjt             ,13.000 €, Diesel, 105 cv,                 92.776 km             ,"                  Palmas, Las             ",                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-doblo-panorama-16mjt-largo-dynamic-e5+-en-palmas+las.htm?id=6689598
2134,474,                 Fiat 500  1.2 Lounge             ,11.490 €, Gasolina, 69 cv,                 45.541 km             ,                  Madrid             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-lounge-en-madrid.htm?id=6677018
2135,475,                 Ford Kuga  1.5 EcoB. Auto S&S             ,20.900 €, Gasolina, 120 cv,                 41.000 km             ,                  Sevilla             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-15-ecob-auto-s_s-trend+-4x2-120-en-sevilla.htm?id=6675574
2136,476,                 Peugeot 208  1.2 PureTech S&S             ,11.500 €, Gasolina, 82 cv,                 19.390 km             ,                  Guadalajara             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-12-puretech-s_s-signature-82-en-guadalajara.htm?id=6674066
2137,477,                 Seat Ibiza  1.6TDI CR Style 105             ,9.990 €, Diesel, 105 cv,                 106.000 km             ,                  Zaragoza             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-16tdi-cr-style-105-en-zaragoza.htm?id=6673870
2138,478,                 Jeep Compass  1.3 Gse T4 Longitude             ,25.490 €, Gasolina, 130 cv,                 1 km             ,                  Valencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-jeep-compass-13-gse-t4-longitude-4x2-130-en-valencia.htm?id=6649236
2139,479,                 Mercedes Citan  Tourer 108CDI Select             ,7.400 €, Diesel, 75 cv,                 187.836 km             ,                  Sevilla             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-citan-tourer-108cdi-select-en-sevilla.htm?id=6630054
2140,500,                 Toyota RAV-4  2.5 hybrid 2WD             ,24.890 €, Híbrido, 197 cv,                 69.000 km             ,                  Madrid             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-rav-4-25-hybrid-2wd-executive-en-madrid.htm?id=6258361
2141,501,                 Ford EcoSport  1.0 EcoBoost ST Line             ,17.400 €, Gasolina, 125 cv,                 4.000 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/km0/seminuevo-ford-ecosport-10-ecoboost-st-line-125-en-madrid.htm?id=6235439
2142,502,                 Bmw Serie 1 116d Efficient             ,15.800 €, Diesel, 116 cv,                 145.154 km             ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116d-efficient-dynamics-edition-sport-en-madrid.htm?id=6194087
2143,503,                 Nissan Qashqai  1.5dCi Visia 4x2             ,16.500 €, Diesel, 110 cv,                 74.530 km             ,                  Barcelona             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-visia-4x2-en-barcelona.htm?id=6058086
2144,504,                 Ds DS3 3 Crossback E-Tense             ,32.900 €, Eléctrico, 136 cv,                 1 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/km0/seminuevo-ds-ds3+crossback-e-tense-performance-line-en-madrid.htm?id=6037246
2145,505,                 Opel Crossland  X 1.6T Selective 99             ,14.990 €, Diesel, 99 cv,                 32.987 km             ,"                  Coruña, A             ",                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-crossland-x-16t-selective-99-en-coruna+a.htm?id=5587164
2146,506,                 Bmw X2  sDrive 18dA (4.75)             ,29.000 €, Diesel, 150 cv,                 50.000 km             ,                  Lleida             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x2-sdrive-18da-475-en-lleida.htm?id=6851127
2147,507,                 Ford Fiesta  1.4 TDCi Ambiente             ,2.900 €, Diesel, 68 cv,                 230.000 km             ,                  Pontevedra             ,                  2003             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-14-tdci-ambiente-en-pontevedra.htm?id=6849551
2148,508,                 Dacia Dokker  Van 1.6 GLP             ,9.049 €, Gasolina, 100 cv,                 78.000 km             ,                  Madrid             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-dacia-dokker-van-16-glp-essential-75kw-en-madrid.htm?id=6846865
2149,509,                 Mercedes Clase C Coupé 220d             ,30.450 €, Diesel, 170 cv,                 63.000 km             ,                  Madrid             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-coupe-220d-en-madrid.htm?id=6846861
2150,510,                 Volkswagen Polo  1.2 TSI BMT A- Plus             ,8.990 €, Gasolina, 90 cv,                 121.000 km             ,                  Tenerife             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-12-tsi-bmt-a--plus-66kw-en-tenerife.htm?id=6846847
2151,511,                 Opel Corsa Van  1.3CDTI Expression             ,5.900 €, Diesel, 75 cv,                 104.186 km             ,                  Barcelona             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa+van-13cdti-expression-75-en-barcelona.htm?id=6846729
2152,512,                 Opel Tigra  1.3CDTi Sport             ,3.800 €, Diesel, 70 cv,                 221.000 km             ,                  Valencia             ,                  2005             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-tigra-13cdti-sport-en-valencia.htm?id=6846207
2153,513,                 Peugeot 407  1.6HDI Confort             ,3.900 €, Diesel, 110 cv,                 160.000 km             ,                  Valencia             ,                  2007             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-407-16hdi-confort-en-valencia.htm?id=6846183
2154,514,                 Nissan Navara  2.3dCi DCb.             ,23.900 €, Diesel, 161 cv,                 134.000 km             ,                  Huelva             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-navara-23dci-dcb-n-connecta-en-huelva.htm?id=6846163
2155,515,                 Seat Ateca  2.0TDI CR S&S FR             ,28.900 €, Diesel, 150 cv,                 30.000 km             ,                  Huelva             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ateca-20tdi-cr-s_s-fr-dsg-150-en-huelva.htm?id=6846041
2156,516,                 Renault Kangoo  Fg. Compact 1.5dCi             ,7.690 €, Diesel, 75 cv,                 177.000 km             ,"                  Palmas, Las             ",                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-kangoo-fg-compact-15dci-profesional-gen5-55kw-en-palmas+las.htm?id=6843687
2157,517,                 Ford Mondeo  2.0 TDCi Futura 115             ,2.600 €, Diesel, 115 cv,                 198.000 km             ,                  Malaga             ,                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-mondeo-20-tdci-futura-115-en-malaga.htm?id=6843235
2158,518,                 Iveco Daily  Chasis Cabina 35S16             ,24.800 €, Diesel, 156 cv,                 113.000 km             ,                  Malaga             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-iveco-daily-chasis-cabina-35s16-4100-156-en-malaga.htm?id=6839871
2159,519,                 Mazda CX-5  2.0 Style 2WD 165             ,18.249 €, Gasolina, 165 cv,                 53.000 km             ,                  Alicante             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-cx-5-20-style-2wd-165-en-alicante.htm?id=6834181
2160,520,                 Opel Astra  1.0T S/S Selective             ,9.900 €, Gasolina, 105 cv,                 104.300 km             ,                  Valencia             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-10t-ss-selective-en-valencia.htm?id=6834143
2161,521,                 Renault Mégane  1.5dCi Business 105             ,2.800 €, Diesel, 105 cv,                 198.000 km             ,"                  Coruña, A             ",                  2007             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-15dci-business-105-eco2-en-coruna+a.htm?id=6831705
2162,522,                 Mercedes Clase B 180d 7G-DCT             ,25.990 €, Diesel, 116 cv,                 30.000 km             ,                  Jaen             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+b-b-180d-7g-dct-en-jaen.htm?id=6828791
