,index,modelo,precio,combustible,CV,km,lugar,año,link
780,1820,Volkswagen Golf 1.2 TSI BMT Edition 110,12.200 €,  Gasolina,Unknown,                 40.000 km             ,                              Madrid             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-12-tsi-bmt-edition-110-en-madrid.htm?id=6742897
781,1821,Bmw X1 xDrive25eA,37.900 €,  Híbrido,Unknown,                 19.000 km             ,"                              Palmas, Las             ",                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-xdrive25ea-en-palmas+las.htm?id=6742351
782,1822,Volkswagen Tiguan 2.0TDI Life DSG 110kW,34.500 €,  Diesel,Unknown,                 6.030 km             ,                              Barcelona             ,                                  2021             ,https://www.coches.com/km0/seminuevo-volkswagen-tiguan-20tdi-life-dsg-110kw-en-barcelona.htm?id=6742205
783,1823,Land Rover Freela… 2.2Td4 E,8.950 €,  Diesel,Unknown,                 223.000 km             ,                              Madrid             ,                                  2009             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-freelander-22td4-e-en-madrid.htm?id=6741643
784,1824,Opel Mokka 1.2T S&S GS Line 130,20.290 €,  Gasolina,Unknown,                 0 km             ,                              Sevilla             ,                                  2022             ,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-gs-line-130-en-sevilla.htm?id=6740997
785,1825,Nissan Note 1.5dCi Acenta,8.832 €,  Diesel,Unknown,                 85.186 km             ,                              Madrid             ,                                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-note-15dci-acenta-en-madrid.htm?id=6740285
786,1826,Toyota Yaris 1.0 T2,3.700 €,  Gasolina,Unknown,                 101.160 km             ,                              Madrid             ,                                  2003             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-10-t2-en-madrid.htm?id=6740283
787,1827,Ford S-Max 2.0TDCi Trend,6.750 €,  Diesel,Unknown,                 114.929 km             ,                              Madrid             ,                                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-20tdci-trend-en-madrid.htm?id=6740171
788,1828,Seat Ibiza 1.0 EcoTSI S&S Reference 95,10.550 €,  Gasolina,Unknown,                 72.000 km             ,                              Barcelona             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-ecotsi-s_s-reference-95-en-barcelona.htm?id=6739795
789,1829,Bmw Serie 3320d Aut.,4.500 €,  Diesel,Unknown,                 349.000 km             ,                              Girona             ,                                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320d-aut-en-girona.htm?id=6739643
790,1830,Toyota RAV-4 2.2D-4D Active 4x4,7.300 €,  Diesel,Unknown,                 187.000 km             ,                              Granada             ,                                  2011             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-rav-4-22d-4d-active-4x4-en-granada.htm?id=6738449
791,1831,Volkswagen Tiguan 2.0TDI R-Line DSG 110kW,35.900 €,  Diesel,Unknown,                 36.000 km             ,                              Cadiz             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-r-line-dsg-110kw-en-cadiz.htm?id=6738437
792,1832,Opel Insignia 2.0CDTI Excellence S&S 130,4.700 €,  Diesel,Unknown,                 100.000 km             ,                              Granada             ,                                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-20cdti-excellence-s_s-130-en-granada.htm?id=6738419
793,1833,Mercedes Clase CC 350 e,23.900 €,  Híbrido,Unknown,                 79.000 km             ,                              Sevilla             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-350-e-en-sevilla.htm?id=6738229
794,1834,"Fiat Talento 1.6 Ecojet SX Corto 1,2 89kW",18.990 €,  Diesel,Unknown,                 52.151 km             ,                              Ciudad Real             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-talento-16-ecojet-sx-corto-12-89kw-en-ciudad+real.htm?id=6738177
795,1835,Seat León ST 1.5 TSI S&S Xcellence 150,21.200 €,  Gasolina,Unknown,                 55.000 km             ,                              Alicante             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-st-15-tsi-s_s-xcellence-150-en-alicante.htm?id=6738145
796,1836,Seat León 1.5 TSI S&S Style 130,18.890 €,  Gasolina,Unknown,                 14.267 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tsi-s_s-style-130-en-madrid.htm?id=6738031
797,1837,Porsche Cayenne E-Hybrid Aut.,82.995 €,  Híbrido,Unknown,                 14.990 km             ,"                              Palmas, Las             ",                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-porsche-cayenne-e-hybrid-aut-en-palmas+las.htm?id=6737693
798,1838,Hyundai Santa Fe 1.6TGDI HEV Tecno 7pl 2WD 6AT,41.290 €,  Híbrido,Unknown,                 20.045 km             ,                              Jaen             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-santa+fe-16tgdi-hev-tecno-7pl-2wd-6at-en-jaen.htm?id=6737029
799,1839,Bmw Serie 5525d,17.900 €,  Diesel,Unknown,                 114.732 km             ,                              Madrid             ,                                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-525d-en-madrid.htm?id=6736705
800,1840,Kia CeedCee´d SW 1.6 GDi Drive,9.900 €,  Gasolina,Unknown,                 113.322 km             ,                              Madrid             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-ceed-sw-16-gdi-drive-en-madrid.htm?id=6736247
801,1841,Mercedes Clase AA 200d 8G-DCT,24.890 €,  Diesel,Unknown,                 85.371 km             ,                              Madrid             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200d-8g-dct-en-madrid.htm?id=6736213
802,1842,Audi A3 Sportback 35 TFSI 110kW,20.490 €,  Gasolina,Unknown,                 18.596 km             ,                              Madrid             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-35-tfsi-110kw-en-madrid.htm?id=6735348
803,1843,Opel Antara 2.2CDTI Selective S&S 4x2,10.200 €,  Diesel,Unknown,                 122.827 km             ,                              Madrid             ,                                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-antara-22cdti-selective-s_s-4x2-en-madrid.htm?id=6734812
804,1844,Volkswagen Golf 1.4 TGI BM Advance,13.690 €,  Gasolina,Unknown,                 52.030 km             ,                              Madrid             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-14-tgi-bm-advance-en-madrid.htm?id=6733170
805,1845,Volvo S90 T8 Inscription Twin AWD,35.790 €,  Híbrido,Unknown,                 70.848 km             ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-s90-t8-inscription-twin-awd-en-madrid.htm?id=6733112
806,1846,Opel Mokka 1.2T S&S GS Line 130,20.200 €,  Gasolina,Unknown,                 1 km             ,                              Salamanca             ,                                  2022             ,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-gs-line-130-en-salamanca.htm?id=6731122
807,1847,Kia Sorento 1.6 T-GDi HEV Drive 4x2,37.500 €,  Híbrido,Unknown,                 20.748 km             ,                              Salamanca             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-sorento-16-t-gdi-hev-drive-4x2-en-salamanca.htm?id=6731114
808,1848,Cupra AtecaCupra  2.0 TSI 300 DSG 4Drive,35.700 €,  Gasolina,Unknown,                 19.547 km             ,                              Cadiz             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-cupra-ateca-cupra--20-tsi-300-dsg-4drive-en-cadiz.htm?id=6731068
809,1849,Seat León 1.2 TSI S&S Style 105,10.900 €,  Gasolina,Unknown,                 79.931 km             ,                              Granada             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-12-tsi-s_s-style-105-en-granada.htm?id=6730970
810,1850,Bmw X1 sDrive 18i,24.900 €,  Gasolina,Unknown,                 85.000 km             ,                              Valencia             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-sdrive-18i-en-valencia.htm?id=6730506
811,1851,Land Rover Range … 2.0eD4 Pure 2WD 150,20.890 €,  Diesel,Unknown,                 105.009 km             ,                              Madrid             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+evoque-20ed4-pure-2wd-150-en-madrid.htm?id=6729714
812,1852,Citroen C4 1.5 BlueHDI S&S Live Pack 110,17.700 €,  Diesel,Unknown,                 5 km             ,                              Barcelona             ,                                  2022             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-live-pack-110-en-barcelona.htm?id=6729092
813,1853,Cupra AtecaCupra  2.0 TSI 300 DSG 4Drive,34.700 €,  Gasolina,Unknown,                 31.600 km             ,                              Lleida             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-cupra-ateca-cupra--20-tsi-300-dsg-4drive-en-lleida.htm?id=6728558
814,1854,Volkswagen Arteon 2.0TDI Elegance DSG7 147kW,43.500 €,  Diesel,Unknown,                 509 km             ,                              Lleida             ,                                  2022             ,https://www.coches.com/km0/seminuevo-volkswagen-arteon-20tdi-elegance-dsg7-147kw-en-lleida.htm?id=6728538
815,1855,Hyundai i30 2.0 TGDI N Performance 275,22.000 €,  Gasolina,Unknown,                 99.177 km             ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i30-20-tgdi-n-performance-275-en-madrid.htm?id=6728146
816,1856,Suzuki Grand Vita… 1.9DDiS JLX-E,13.500 €,  Diesel,Unknown,                 89.300 km             ,                              Madrid             ,                                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-suzuki-grand+vitara-19ddis-jlx-e-en-madrid.htm?id=6728100
817,1857,Seat Ibiza 1.0 TSI S&S Style 95,12.990 €,  Gasolina,Unknown,                 20.000 km             ,"                              Palmas, Las             ",                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-tsi-s_s-style-95-en-palmas+las.htm?id=6727950
818,1858,Peugeot 406 Coupé 2.2HDI,2.500 €,  Diesel,Unknown,                 445.900 km             ,                              Lugo             ,                                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-406-coupe-22hdi-en-lugo.htm?id=6727402
819,1859,Ford C-Max 2.0TDCi Auto-S&S Business PS,10.200 €,  Diesel,Unknown,                 145.000 km             ,                              Badajoz             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-c-max-20tdci-auto-s_s-business-ps-en-badajoz.htm?id=6727128
820,1920,Opel Corsa-e Selection-e,12.500 €,  Eléctrico,Unknown,                 20.000 km             ,                              Cordoba             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa--e-selection-e-en-cordoba.htm?id=6704068
821,1921,Toyota Yaris 125 S-Edition,14.290 €,  Gasolina,Unknown,                 19.034 km             ,                              Huesca             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-125-s-edition-en-huesca.htm?id=6703696
822,1922,Citroen C3 Aircro… Puretech S&S Feel 110,15.990 €,  Gasolina,Unknown,                 12.598 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-puretech-s_s-feel-110-en-madrid.htm?id=6703576
823,1923,Citroen C3 Aircro… Puretech S&S Feel 110,15.990 €,  Gasolina,Unknown,                 12.598 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-puretech-s_s-feel-110-en-madrid.htm?id=6703462
824,1924,Opel Mokka 1.2T S&S Business Elegance 130,20.500 €,  Gasolina,Unknown,                 4.789 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-business-elegance-130-en-madrid.htm?id=6703166
825,1925,Seat Altea Freetr… 1.4TSI 2WD DSG,11.900 €,  Gasolina,Unknown,                 67.750 km             ,                              Asturias             ,                                  2010             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-altea+freetrack-14tsi-2wd-dsg-en-asturias.htm?id=6703116
826,1926,Opel Mokka 1.2T S&S Business Elegance 130,20.500 €,  Gasolina,Unknown,                 4.789 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-business-elegance-130-en-madrid.htm?id=6703104
827,1927,Citroen C3 Aircro… Puretech S&S Feel 110,15.990 €,  Gasolina,Unknown,                 12.598 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-puretech-s_s-feel-110-en-madrid.htm?id=6703008
828,1928,Audi A3 Sedán 1.6TDI Attraction,14.190 €,  Diesel,Unknown,                 64.125 km             ,                              Madrid             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sedan-16tdi-attraction-en-madrid.htm?id=6702630
829,1929,Nissan Qashqai 1.6 DIG-T N-Connecta 4x2,17.627 €,  Gasolina,Unknown,                 49.709 km             ,                              Madrid             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-16-dig-t-n-connecta-4x2-en-madrid.htm?id=6701754
830,1930,Ford Tourneo Cust… 2.0 EcoBlue Titanium 150,27.600 €,  Diesel,Unknown,                 1 km             ,                              Toledo             ,                                  2022             ,https://www.coches.com/km0/seminuevo-ford-tourneo+custom-20-ecoblue-titanium-150-en-toledo.htm?id=6701190
831,1931,Volvo XC60 T8 Twin Momentum,40.990 €,  Híbrido,Unknown,                 22.526 km             ,                              Toledo             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-xc60-t8-twin-momentum-en-toledo.htm?id=6700548
832,1932,Jaguar XJ6 2.7D V6 Executive Aut.,12.900 €,  Diesel,Unknown,                 102.000 km             ,                              Valencia             ,                                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-xj-6-27d-v6-executive-aut-en-valencia.htm?id=6700528
833,1933,Peugeot 3008 1.6BlueHDi Active S&S 120,20.900 €,  Diesel,Unknown,                 68.000 km             ,                              Murcia             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-16bluehdi-active-s_s-120-en-murcia.htm?id=6699802
834,1934,Volkswagen T-Roc 1.5 TSI Life DSG7,27.990 €,  Gasolina,Unknown,                 1 km             ,                              Alicante             ,                                  2022             ,https://www.coches.com/km0/seminuevo-volkswagen-t-roc-15-tsi-life-dsg7-en-alicante.htm?id=6699362
835,1935,Volkswagen T-Roc 1.5 TSI Life,26.600 €,  Gasolina,Unknown,                 1 km             ,                              Alicante             ,                                  2022             ,https://www.coches.com/km0/seminuevo-volkswagen-t-roc-15-tsi-life-en-alicante.htm?id=6699338
836,1936,Volkswagen T-Roc 1.0 TSI Life 81kW,24.990 €,  Gasolina,Unknown,                 1 km             ,                              Alicante             ,                                  2022             ,https://www.coches.com/km0/seminuevo-volkswagen-t-roc-10-tsi-life-81kw-en-alicante.htm?id=6699330
837,1937,Ds DS3 Crossback3 Crossback BlueHDi So Chic 130 Aut.,21.500 €,  Diesel,Unknown,                 13.000 km             ,                              Malaga             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-ds-ds3+crossback-bluehdi-so-chic-130-aut-en-malaga.htm?id=6698834
838,1938,Nissan Qashqai 1.6 DIG-T N-Connecta 4x2,17.627 €,  Gasolina,Unknown,                 49.709 km             ,                              Madrid             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-16-dig-t-n-connecta-4x2-en-madrid.htm?id=6698322
839,1939,Nissan Qashqai 1.6 DIG-T N-Connecta 4x2,17.627 €,  Gasolina,Unknown,                 49.709 km             ,                              Madrid             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-16-dig-t-n-connecta-4x2-en-madrid.htm?id=6697930
840,1940,Volvo XC60 T8 Twin Momentum,42.510 €,  Híbrido,Unknown,                 27.092 km             ,                              Toledo             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-xc60-t8-twin-momentum-en-toledo.htm?id=6697052
841,1941,Jeep Cherokee 2.8CRD Limited Aut.,12.650 €,  Diesel,Unknown,                 120.700 km             ,                              Madrid             ,                                  2009             ,https://www.coches.com/coches-segunda-mano/ocasion-jeep-cherokee-28crd-limited-aut-en-madrid.htm?id=6697036
842,1942,Opel Corsa 1.2T XHL S/S Edition 100,10.500 €,  Gasolina,Unknown,                 0 km             ,                              Cadiz             ,                                  2022             ,https://www.coches.com/km0/seminuevo-opel-corsa-12t-xhl-ss-edition-100-en-cadiz.htm?id=6696236
843,1943,Kia Sorento 1.6 T-GDi HEV Drive 4x2,39.300 €,  Híbrido,Unknown,                 0 km             ,                              Cantabria             ,                                  2022             ,https://www.coches.com/km0/seminuevo-kia-sorento-16-t-gdi-hev-drive-4x2-en-cantabria.htm?id=6696142
844,1944,Kia Ceed 1.0 T-GDI Eco-Dynamics Concept 120,13.800 €,  Gasolina,Unknown,                 11.287 km             ,                              Barcelona             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-10-t-gdi-eco-dynamics-concept-120-en-barcelona.htm?id=6693146
845,1945,Land Rover Range …RR Hybrid 3.0SDV6 Autobiography 340,44.200 €,  Híbrido,Unknown,                 103.533 km             ,                              Madrid             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover-rr-hybrid-30sdv6-autobiography-340-en-madrid.htm?id=6692578
846,1946,Mercedes Clase CC Estate 200d 9G-Tronic,51.400 €,  Diesel,Unknown,                 0 km             ,                              Sevilla             ,                                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-clase+c-c-estate-200d-9g-tronic-en-sevilla.htm?id=6691682
847,1947,Mercedes Clase CC Estate 200d 9G-Tronic,51.400 €,  Diesel,Unknown,                 0 km             ,                              Sevilla             ,                                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-clase+c-c-estate-200d-9g-tronic-en-sevilla.htm?id=6691598
848,1948,Ford Transit Cust…FT 320 L1 Kombi Trend EcoBlue 150,22.990 €,  Diesel,Unknown,                 1 km             ,                              Toledo             ,                                  2022             ,https://www.coches.com/km0/seminuevo-ford-transit+custom-ft-320-l1-kombi-trend-ecoblue-150-en-toledo.htm?id=6691478
849,1949,Ford Transit Cust…Tourneo Custom 2.0TDCI Trend 130,22.200 €,  Diesel,Unknown,                 1 km             ,                              Toledo             ,                                  2022             ,https://www.coches.com/km0/seminuevo-ford-transit+custom-tourneo-custom-20tdci-trend-130-en-toledo.htm?id=6691474
850,1950,Peugeot Partner Furgón Electric Confort L2,10.600 €,  Eléctrico,Unknown,                 116.070 km             ,                              Sevilla             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-partner-furgon-electric-confort-l2-en-sevilla.htm?id=6691302
851,1951,Ford Focus 2.3 Ecoboost ST 3,27.690 €,  Gasolina,Unknown,                 1 km             ,                              Toledo             ,                                  2022             ,https://www.coches.com/km0/seminuevo-ford-focus-23-ecoboost-st-3-en-toledo.htm?id=6690584
852,1952,Ford Focus 1.5 Ecoblue Trend+ 120 Aut.,19.600 €,  Diesel,Unknown,                 1 km             ,                              Toledo             ,                                  2022             ,https://www.coches.com/km0/seminuevo-ford-focus-15-ecoblue-trend+-120-aut-en-toledo.htm?id=6690572
853,1953,Opel Corsa 1.2 Essentia (139CO2),3.750 €,  Gasolina,Unknown,                 157.175 km             ,                              Madrid             ,                                  2009             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-12-essentia-139co2-en-madrid.htm?id=6690172
854,1954,Volvo V60 D3 Momentum Aut.,8.500 €,  Diesel,Unknown,                 220.760 km             ,                              Madrid             ,                                  2011             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-v60-d3-momentum-aut-en-madrid.htm?id=6690102
855,1955,Volvo XC60 T8 Twin Inscription,42.090 €,  Híbrido,Unknown,                 19.555 km             ,                              Toledo             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-xc60-t8-twin-inscription-en-toledo.htm?id=6689848
856,1956,Volkswagen Caddy Furgón 2.0TDI 4M 90kW,15.600 €,  Diesel,Unknown,                 175.513 km             ,                              Leon             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-caddy-furgon-20tdi-4m-90kw-en-leon.htm?id=6689656
857,1957,Mitsubishi Montero 3.2DI-D Spirit 5AT 190,22.990 €,  Diesel,Unknown,                 140.000 km             ,                              Cordoba             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mitsubishi-montero-32di-d-spirit-5at-190-en-cordoba.htm?id=6689544
858,1958,Fiat 500e 87Kw Icon,20.990 €,  Eléctrico,Unknown,                 10 km             ,                              Avila             ,                                  2022             ,https://www.coches.com/km0/seminuevo-fiat-500-e-87kw-icon-en-avila.htm?id=6687968
859,1959,Skoda Kamiq 1.5 TSI 125 Aniversario,17.890 €,  Gasolina,Unknown,                 34.921 km             ,                              Madrid             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-kamiq-15-tsi-125-aniversario-en-madrid.htm?id=6687894
860,2020,Audi A8 60 TFSI quattro tiptronic,69.990 €,  Gasolina,Unknown,                 59.000 km             ,"                              Palmas, Las             ",                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a8-60-tfsi-quattro-tiptronic-en-palmas+las.htm?id=6650342
861,2021,Kia Sportage 1.6 T-GDi Drive,23.900 €,  Gasolina,Unknown,                 0 km             ,                              Valladolid             ,                                  2022             ,https://www.coches.com/km0/seminuevo-kia-sportage-16-t-gdi-drive-en-valladolid.htm?id=6648592
862,2022,Audi Q3 Sportback 45 TFSIe Advanced tiptronic,46.500 €,  Híbrido,Unknown,                 11.815 km             ,                              Barcelona             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-q3-sportback-45-tfsie-advanced-tiptronic-en-barcelona.htm?id=6647980
863,2023,Peugeot 5008 1.5BlueHDi S&S Active Pack 130,26.890 €,  Diesel,Unknown,                 0 km             ,                              Sevilla             ,                                  2022             ,https://www.coches.com/km0/seminuevo-peugeot-5008-15bluehdi-s_s-active-pack-130-en-sevilla.htm?id=6647698
864,2024,Peugeot 307 CC 2.0HDI Sport 136,4.990 €,  Diesel,Unknown,                 202.500 km             ,                              Castellon             ,                                  2005             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-307-cc-20hdi-sport-136-en-castellon.htm?id=6647186
865,2025,Kia Sportage 1.6 T-GDi Concept,23.800 €,  Gasolina,Unknown,                 0 km             ,                              Valladolid             ,                                  2022             ,https://www.coches.com/km0/seminuevo-kia-sportage-16-t-gdi-concept-en-valladolid.htm?id=6647104
866,2026,Peugeot 508 2.0HDI Active 140,11.300 €,  Diesel,Unknown,                 118.807 km             ,                              Madrid             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-20hdi-active-140-en-madrid.htm?id=6645382
867,2027,Volkswagen Golf 2.0 TSI GTI Performance 180kW,27.900 €,  Gasolina,Unknown,                 38.725 km             ,                              Madrid             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20-tsi-gti-performance-180kw-en-madrid.htm?id=6644402
868,2028,Volkswagen Tiguan 2.0TDI Sport 4Motion DSG 176kW (9.75),31.490 €,  Diesel,Unknown,                 90.000 km             ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-sport-4motion-dsg-176kw-975-en-madrid.htm?id=6644296
869,2029,Mercedes Clase GLEGLE 350d 4Matic Aut.,34.490 €,  Diesel,Unknown,                 146.309 km             ,                              Madrid             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gle-gle-350d-4matic-aut-en-madrid.htm?id=6643580
870,2030,Kia EV6 Long Range GT-Line RWD 168kW,39.800 €,  Eléctrico,Unknown,                 0 km             ,                              Asturias             ,                                  2022             ,https://www.coches.com/km0/seminuevo-kia-ev6-long-range-gt-line-rwd-168kw-en-asturias.htm?id=6640848
871,2031,Kia NiroE- Drive Long Range,26.900 €,  Eléctrico,Unknown,                 0 km             ,                              Asturias             ,                                  2022             ,https://www.coches.com/km0/seminuevo-kia-niro-e--drive-long-range-en-asturias.htm?id=6640832
872,2032,Mercedes Clase GLAGLA 200CDI Style,18.600 €,  Diesel,Unknown,                 121.400 km             ,                              Madrid             ,                                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-200cdi-style-en-madrid.htm?id=6639108
873,2033,Kia Ceed 1.0 T-GDI Eco-Dynamics Drive 120,15.420 €,  Gasolina,Unknown,                 10.975 km             ,                              Toledo             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-10-t-gdi-eco-dynamics-drive-120-en-toledo.htm?id=6638796
874,2034,Kia Ceed 1.0 T-GDI Eco-Dynamics Drive 120,15.420 €,  Gasolina,Unknown,                 9.624 km             ,                              Toledo             ,                                  2021             ,https://www.coches.com/km0/seminuevo-kia-ceed-10-t-gdi-eco-dynamics-drive-120-en-toledo.htm?id=6638784
875,2035,Kia Ceed 1.0 T-GDI Eco-Dynamics Drive 120,15.420 €,  Gasolina,Unknown,                 7.833 km             ,                              Toledo             ,                                  2021             ,https://www.coches.com/km0/seminuevo-kia-ceed-10-t-gdi-eco-dynamics-drive-120-en-toledo.htm?id=6638760
876,2036,Seat Arona 1.0 TSI S&S Style 110,17.200 €,  Gasolina,Unknown,                 12.185 km             ,                              Vizcaya             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-arona-10-tsi-s_s-style-110-en-vizcaya.htm?id=6638728
877,2037,Mercedes Clase CC Estate 200d 9G-Tronic,50.200 €,  Diesel,Unknown,                 0 km             ,                              Sevilla             ,                                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-clase+c-c-estate-200d-9g-tronic-en-sevilla.htm?id=6637402
878,2038,Citroen C5 X 1.6 Puretech Shine EAT8 180,31.180 €,  Gasolina,Unknown,                 1 km             ,                              Alava             ,                                  2022             ,https://www.coches.com/km0/seminuevo-citroen-c5-x-16-puretech-shine-eat8-180-en-alava.htm?id=6637112
879,2039,Citroen C5 X 1.2 Puretech Shine EAT8 130,24.680 €,  Gasolina,Unknown,                 1 km             ,                              Alava             ,                                  2022             ,https://www.coches.com/km0/seminuevo-citroen-c5-x-12-puretech-shine-eat8-130-en-alava.htm?id=6637096
880,2080,Mercedes Clase CC 220d 9G-Tronic,24.400 €,  Diesel,Unknown,                 141.400 km             ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-220d-9g-tronic-en-madrid.htm?id=6616168
881,2081,Seat Ateca 1.5 EcoTSI S&S Style DSG,23.990 €,  Gasolina,Unknown,                 14.000 km             ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ateca-15-ecotsi-s_s-style-dsg-en-madrid.htm?id=6616098
882,2082,Seat Ibiza 1.0 TSI S&S Style 110,13.900 €,  Gasolina,Unknown,                 21.306 km             ,                              Guadalajara             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-tsi-s_s-style-110-en-guadalajara.htm?id=6615406
883,2083,Bmw Serie 2218dA Gran Coupé,32.890 €,  Diesel,Unknown,                 28.047 km             ,                              Malaga             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-218da-gran-coupe-en-malaga.htm?id=6614306
